Timestamp,ctrltarget.ax,ctrltarget.ay,ctrltarget.az,ctrltarget.pitch,ctrltarget.roll,ctrltarget.yaw
23409,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
23509,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
23609,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
23709,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
23809,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
23909,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
24009,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
24109,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
24209,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
24309,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
24409,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
24509,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
24609,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
24709,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
24809,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
24909,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
25009,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
25109,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
25209,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
25309,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
25409,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
25509,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
25609,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
25709,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
25809,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
25909,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
26009,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
26109,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
26209,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
26309,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
26409,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
26509,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
26609,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
26709,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
26809,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
26909,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
27009,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
27109,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
27209,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
27309,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
27409,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
27509,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
27609,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
27709,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
27809,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
27909,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
28009,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
28109,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
28209,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
28309,0.0,0.0,0.0,3.7214741706848145,-5.551115123125783e-17,-0.0
28409,0.0,0.0,0.0,15.629112243652344,-5.551115123125783e-17,-0.0
28509,0.0,0.0,0.0,17.280916213989258,-5.551115123125783e-17,-0.0
28609,0.0,0.0,0.0,17.408126831054688,-5.551115123125783e-17,-0.0
28709,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
28809,0.0,0.0,0.0,-7.608128547668457,-1.469276785850525,-0.0
28909,0.0,0.0,0.0,-20.216384887695312,-5.551115123125783e-17,-0.0
29009,0.0,0.0,0.0,-23.034282684326172,-5.551115123125783e-17,-0.0
29109,0.0,0.0,0.0,-10.496376037597656,-5.551115123125783e-17,6.02264404296875
29209,0.0,0.0,0.0,-0.5055638551712036,-5.551115123125783e-17,25.90484619140625
29309,0.0,0.0,0.0,-0.0,-6.974969387054443,45.6268310546875
29409,0.0,0.0,0.0,-0.0,-18.7843074798584,-0.0
29509,0.0,0.0,0.0,-0.0,-22.1630859375,-0.0
29609,0.0,0.0,0.0,-0.0,-22.240182876586914,-0.0
29709,0.0,0.0,0.0,-0.0,-19.76536750793457,-0.0
29809,0.0,0.0,0.0,-0.0,-1.836451530456543,-0.0
29909,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
30009,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
30109,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
30209,0.0,0.0,0.0,2.7789628505706787,-5.551115123125783e-17,-0.0
30309,0.0,0.0,0.0,3.614501953125,-5.551115123125783e-17,-0.0
30409,0.0,0.0,0.0,3.7580952644348145,2.135202407836914,-0.0
30509,0.0,0.0,0.0,4.405710220336914,9.531700134277344,-0.0
30609,0.0,0.0,0.0,6.0016188621521,29.99903678894043,-0.0
30709,0.0,0.0,0.0,6.2136359214782715,29.99903678894043,-0.0
30809,0.0,0.0,0.0,6.2762770652771,29.99903678894043,-0.0
30909,0.0,0.0,0.0,6.2762770652771,29.99903678894043,-0.0
31009,0.0,0.0,0.0,6.2762770652771,29.99903678894043,-0.0
31109,0.0,0.0,0.0,6.2762770652771,29.99903678894043,-0.0
31209,0.0,0.0,0.0,6.2762770652771,29.99903678894043,-0.0
31309,0.0,0.0,0.0,6.2762770652771,29.99903678894043,-0.0
31409,0.0,0.0,0.0,6.2762770652771,29.99903678894043,-0.0
31509,0.0,0.0,0.0,6.2762770652771,29.99903678894043,-0.0
31609,0.0,0.0,0.0,6.2762770652771,29.99903678894043,-0.0
31709,0.0,0.0,0.0,6.2762770652771,29.99903678894043,-0.0
31809,0.0,0.0,0.0,6.2762770652771,29.99903678894043,-0.0
31909,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
32009,0.0,0.0,0.0,-0.0,-25.5322265625,-0.0
32109,0.0,0.0,0.0,-0.0,-29.99903678894043,-0.0
32209,0.0,0.0,0.0,-0.0,-29.99903678894043,-0.0
32309,0.0,0.0,0.0,-0.0,-29.99903678894043,-0.0
32409,0.0,0.0,0.0,-0.0,-29.99903678894043,-0.0
32509,0.0,0.0,0.0,-0.0,-29.99903678894043,-0.0
32609,0.0,0.0,0.0,-0.0,-29.99903678894043,-0.0
32709,0.0,0.0,0.0,-0.0,-27.644685745239258,-0.0
32809,0.0,0.0,0.0,-0.0,-12.153963088989258,-0.0
32909,0.0,0.0,0.0,-0.0,-5.551115123125783e-17,-0.0
