timestamp_ms,block,ranging.distance0,ranging.distance1,ranging.distance2,ranging.distance3,ranging.state,ranging.distance4,ranging.distance5,ranging.distance6,ranging.distance7,stateEstimate.x,stateEstimate.y,stateEstimate.z
83199,position,,,,,,,,,,0.10100896656513214,0.08367945998907089,0.5371267795562744
83299,position,,,,,,,,,,0.11399108916521072,0.07954186201095581,0.538335919380188
83399,position,,,,,,,,,,0.12689831852912903,0.06932248175144196,0.5321160554885864
83499,position,,,,,,,,,,0.1264515370130539,0.06385362148284912,0.5331584215164185
83599,position,,,,,,,,,,0.13101087510585785,0.05815288797020912,0.5351586937904358
83699,position,,,,,,,,,,0.12600095570087433,0.0369604229927063,0.5272934436798096
83799,position,,,,,,,,,,0.12233943492174149,0.04825348034501076,0.5293114185333252
83900,position,,,,,,,,,,0.12814630568027496,0.05471322312951088,0.5202348232269287
83999,position,,,,,,,,,,0.11748629063367844,0.06742362678050995,0.5000166296958923
84097,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
84098,loco_twr_4-7,,,,,,0.0,0.0,0.0,0.0,,,
84099,position,,,,,,,,,,0.11139030754566193,0.08214928954839706,0.4986383318901062
84199,position,,,,,,,,,,0.09818420559167862,0.08845212310552597,0.4970983564853668
84299,position,,,,,,,,,,0.07873040437698364,0.09720880538225174,0.5072840452194214
84399,position,,,,,,,,,,0.07066220790147781,0.07563485205173492,0.5091965198516846
84499,position,,,,,,,,,,0.08680585771799088,0.04622930660843849,0.5201050639152527
84599,position,,,,,,,,,,0.08126653730869293,0.029629947617650032,0.5169272422790527
84699,position,,,,,,,,,,0.08412197977304459,0.02602621167898178,0.5263267755508423
84799,position,,,,,,,,,,0.07788442075252533,0.03766777366399765,0.5272789001464844
84899,position,,,,,,,,,,0.10658044368028641,0.042152728885412216,0.5242577195167542
84999,position,,,,,,,,,,0.10858705639839172,0.05007721111178398,0.5367156267166138
85097,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
85098,loco_twr_4-7,,,,,,0.0,0.0,0.0,0.0,,,
85099,position,,,,,,,,,,0.1326318234205246,0.05956216901540756,0.5509551167488098
85199,position,,,,,,,,,,0.13494455814361572,0.0665019154548645,0.5522423982620239
85299,position,,,,,,,,,,0.12451943010091782,0.05395955592393875,0.5308951139450073
85399,position,,,,,,,,,,0.12520818412303925,0.05473002418875694,0.5269304513931274
85499,position,,,,,,,,,,0.117141954600811,0.03877400979399681,0.5174873471260071
85599,position,,,,,,,,,,0.11123540252447128,0.025554988533258438,0.5075146555900574
85699,position,,,,,,,,,,0.11508899182081223,0.024480268359184265,0.49835070967674255
85799,position,,,,,,,,,,0.11453907191753387,0.012099508196115494,0.5078584551811218
85899,position,,,,,,,,,,0.10687391459941864,0.019887791946530342,0.5132114887237549
85999,position,,,,,,,,,,0.10796209424734116,0.03634396195411682,0.5042340755462646
86097,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
86098,loco_twr_4-7,,,,,,0.0,0.0,0.0,0.0,,,
86099,position,,,,,,,,,,0.1046551987528801,0.04172642529010773,0.5069457292556763
86199,position,,,,,,,,,,0.11175329983234406,0.048358239233493805,0.5098152756690979
86299,position,,,,,,,,,,0.09340453892946243,0.06270131468772888,0.49676406383514404
86399,position,,,,,,,,,,0.09968770295381546,0.0654682070016861,0.5159035921096802
86499,position,,,,,,,,,,0.09055878967046738,0.05939697474241257,0.5195794701576233
86599,position,,,,,,,,,,0.09327583760023117,0.060737479478120804,0.5349500179290771
86699,position,,,,,,,,,,0.08938078582286835,0.05821620300412178,0.5460627675056458
86799,position,,,,,,,,,,0.09035716950893402,0.05417287349700928,0.5687054395675659
86899,position,,,,,,,,,,0.09142803400754929,0.05588936060667038,0.5719171762466431
86999,position,,,,,,,,,,0.087187759578228,0.05102970451116562,0.5661259293556213
87097,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
87098,loco_twr_4-7,,,,,,0.0,0.0,0.0,0.0,,,
87099,position,,,,,,,,,,0.09032147377729416,0.029286501929163933,0.5634550452232361
87199,position,,,,,,,,,,0.08677736669778824,0.0280257947742939,0.5600892305374146
87299,position,,,,,,,,,,0.08542761951684952,0.03721850365400314,0.5580429434776306
87399,position,,,,,,,,,,0.07172667980194092,0.06340636312961578,0.5542017817497253
