timestamp_ms,block,ranging.distance0,ranging.distance1,ranging.distance2,ranging.distance3,ranging.state,ranging.distance4,ranging.distance5,ranging.distance6,ranging.distance7,stateEstimate.x,stateEstimate.y,stateEstimate.z
56117,position,,,,,,,,,,-0.029427284374833107,1.260663628578186,0.22532913088798523
56217,position,,,,,,,,,,-0.020301181823015213,1.253616452217102,0.22056832909584045
56317,position,,,,,,,,,,-0.024234330281615257,1.2531459331512451,0.2063819020986557
56417,position,,,,,,,,,,-0.028103377670049667,1.2493003606796265,0.19822415709495544
56517,position,,,,,,,,,,-0.043376367539167404,1.2450557947158813,0.19696490466594696
56617,position,,,,,,,,,,-0.015371019951999187,1.2596752643585205,0.20757900178432465
56717,position,,,,,,,,,,-0.0025463455822318792,1.260992407798767,0.21431995928287506
56817,position,,,,,,,,,,-0.0013387033250182867,1.2391642332077026,0.21829070150852203
56917,position,,,,,,,,,,0.015291230753064156,1.2453404664993286,0.22011218965053558
57015,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
57016,loco_twr_4-7,,,,,,0.0,0.0,0.0,0.0,,,
57017,position,,,,,,,,,,0.0160817950963974,1.2506903409957886,0.24013522267341614
57117,position,,,,,,,,,,0.016664115712046623,1.2607303857803345,0.2467801421880722
57217,position,,,,,,,,,,0.036785025149583817,1.270145058631897,0.2491973638534546
57317,position,,,,,,,,,,0.04953116923570633,1.2604241371154785,0.2527928054332733
57417,position,,,,,,,,,,0.08694720268249512,1.2439818382263184,0.26652926206588745
57517,position,,,,,,,,,,0.1243654415011406,1.2168190479278564,0.2749364674091339
