timestamp_ms,block,ranging.distance0,ranging.distance1,ranging.distance2,ranging.distance3,ranging.state,ranging.distance4,ranging.distance5,ranging.distance6,ranging.distance7,stateEstimate.x,stateEstimate.y,stateEstimate.z
11250,position,,,,,,,,,,-12.265237808227539,2.3020856380462646,1.3918389081954956
11350,position,,,,,,,,,,-12.447285652160645,2.30439829826355,1.3951553106307983
11450,position,,,,,,,,,,-12.631574630737305,2.3067626953125,1.3985127210617065
11550,position,,,,,,,,,,-12.8180570602417,2.3092308044433594,1.4018813371658325
11650,position,,,,,,,,,,-13.006776809692383,2.3117756843566895,1.4052929878234863
11750,position,,,,,,,,,,-13.19770336151123,2.3143367767333984,1.408760905265808
11850,position,,,,,,,,,,-13.390838623046875,2.316950798034668,1.4123084545135498
11950,position,,,,,,,,,,-13.58616828918457,2.3196299076080322,1.4159528017044067
12050,position,,,,,,,,,,-13.783751487731934,2.3223471641540527,1.4196940660476685
12149,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
12149,loco_twr_4-7,,,,,,0.0,0.0,0.0,0.0,,,
12150,position,,,,,,,,,,-13.983631134033203,2.3251616954803467,1.4234647750854492
12250,position,,,,,,,,,,-14.185809135437012,2.3280632495880127,1.4273141622543335
12350,position,,,,,,,,,,-14.39024543762207,2.331094980239868,1.4312868118286133
12450,position,,,,,,,,,,-14.596959114074707,2.3342607021331787,1.4353312253952026
12550,position,,,,,,,,,,-14.805994987487793,2.337552309036255,1.4394416809082031
12650,position,,,,,,,,,,-15.01729679107666,2.3409194946289062,1.4436635971069336
12750,position,,,,,,,,,,-15.230886459350586,2.344351053237915,1.4479550123214722
12850,position,,,,,,,,,,-15.446718215942383,2.347785711288452,1.4522790908813477
12950,position,,,,,,,,,,-15.664793014526367,2.351271629333496,1.4567102193832397
13050,position,,,,,,,,,,-15.885109901428223,2.354806661605835,1.4612410068511963
13149,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
13149,loco_twr_4-7,,,,,,0.0,0.0,0.0,0.0,,,
13150,position,,,,,,,,,,-16.107707977294922,2.358353614807129,1.4658186435699463
13250,position,,,,,,,,,,-16.332666397094727,2.3619768619537354,1.4704151153564453
13350,position,,,,,,,,,,-16.559980392456055,2.3655998706817627,1.4750893115997314
13450,position,,,,,,,,,,-16.789613723754883,2.36926531791687,1.4798349142074585
13550,position,,,,,,,,,,-17.021522521972656,2.3729264736175537,1.4846420288085938
13650,position,,,,,,,,,,-17.25568962097168,2.3765742778778076,1.4894827604293823
13750,position,,,,,,,,,,-17.492137908935547,2.3802685737609863,1.4943747520446777
13850,position,,,,,,,,,,-17.730833053588867,2.3839616775512695,1.4992427825927734
13950,position,,,,,,,,,,-17.9717960357666,2.3877110481262207,1.5041309595108032
14050,position,,,,,,,,,,-18.219951629638672,2.391573429107666,1.5092294216156006
14149,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
14149,loco_twr_4-7,,,,,,0.0,0.0,0.0,0.0,,,
14150,position,,,,,,,,,,-18.470539093017578,2.395503520965576,1.514439582824707
14250,position,,,,,,,,,,-18.71852684020996,2.399381160736084,1.5196651220321655
14350,position,,,,,,,,,,-18.96883201599121,2.4032373428344727,1.5249664783477783
14450,position,,,,,,,,,,-19.221492767333984,2.4071319103240967,1.530349850654602
14550,position,,,,,,,,,,-19.476442337036133,2.4111087322235107,1.535812497138977
14650,position,,,,,,,,,,-19.733583450317383,2.415109395980835,1.5413521528244019
14750,position,,,,,,,,,,-19.99299430847168,2.419095039367676,1.5469225645065308
14850,position,,,,,,,,,,-20.254676818847656,2.42305850982666,1.5525940656661987
