timestamp_ms,block,ranging.distance0,ranging.distance1,ranging.distance2,ranging.distance3,ranging.state,ranging.distance4,ranging.distance5,ranging.distance6,ranging.distance7,stateEstimate.x,stateEstimate.y,stateEstimate.z
567341,position,,,,,,,,,,1.0134660005569458,0.000640437996480614,0.1562614142894745
567439,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
567440,loco_twr_4-7,,,,,,0.0,0.0,0.0,0.0,,,
567441,position,,,,,,,,,,1.0102320909500122,0.0036617715377360582,0.16471023857593536
567541,position,,,,,,,,,,1.0081372261047363,0.006734245456755161,0.1558474898338318
567639,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
567640,loco_twr_4-7,,,,,,0.0,0.0,0.0,0.0,,,
567641,position,,,,,,,,,,0.9999057650566101,0.00541499862447381,0.15164904296398163
567741,position,,,,,,,,,,0.9916031956672668,0.0033048258628696203,0.15625302493572235
567839,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
