timestamp_ms,block,ranging.distance0,ranging.distance1,ranging.distance2,ranging.distance3,ranging.state,ranging.distance4,ranging.distance5,ranging.distance6,ranging.distance7,stateEstimate.x,stateEstimate.y,stateEstimate.z
95329,position,,,,,,,,,,1.0502158403396606,-0.029930079355835915,0.5125849843025208
95429,position,,,,,,,,,,1.0335488319396973,-0.0233676228672266,0.5151911377906799
95529,position,,,,,,,,,,1.035110592842102,-0.028510646894574165,0.5130364894866943
95629,position,,,,,,,,,,1.0232183933258057,-0.025573579594492912,0.49890264868736267
95729,position,,,,,,,,,,1.009330153465271,-0.013664851896464825,0.49036169052124023
95829,position,,,,,,,,,,0.9990763068199158,-0.002348089125007391,0.48420482873916626
95929,position,,,,,,,,,,1.0202115774154663,-0.0028145406395196915,0.4808226227760315
96029,position,,,,,,,,,,1.017738699913025,-0.005129528231918812,0.4843412935733795
96129,position,,,,,,,,,,1.0037238597869873,-0.0002235197025584057,0.4720486104488373
96227,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
96228,loco_twr_4-7,,,,,,0.0,0.0,0.0,0.0,,,
96229,position,,,,,,,,,,1.0040581226348877,0.0016600473318248987,0.47259214520454407
96329,position,,,,,,,,,,1.002610445022583,0.022935714572668076,0.46107202768325806
96429,position,,,,,,,,,,1.0143533945083618,0.020038455724716187,0.48333072662353516
96529,position,,,,,,,,,,1.0178967714309692,0.02159811556339264,0.48968222737312317
96629,position,,,,,,,,,,1.0152130126953125,0.006804735399782658,0.5063753128051758
96729,position,,,,,,,,,,1.008522868156433,-0.0014790112618356943,0.5178429484367371
96829,position,,,,,,,,,,0.9858348965644836,-0.008454366587102413,0.515229344367981
96929,position,,,,,,,,,,0.9635632634162903,-0.017794547602534294,0.4966563582420349
97029,position,,,,,,,,,,0.9528639912605286,-0.009740784764289856,0.4824090003967285
97129,position,,,,,,,,,,0.9558261632919312,-0.0035534582566469908,0.47733446955680847
97227,loco_twr_0-3,0.0,0.0,0.0,0.0,0,,,,,,,
97228,loco_twr_4-7,,,,,,0.0,0.0,0.0,0.0,,,
97229,position,,,,,,,,,,0.9521573781967163,-0.01389270555227995,0.48801904916763306
97329,position,,,,,,,,,,0.9577251672744751,-0.008615260943770409,0.4915405511856079
97429,position,,,,,,,,,,0.9669886827468872,0.004665576387196779,0.4981423020362854
97529,position,,,,,,,,,,0.9825434684753418,0.009795368649065495,0.49156782031059265
97629,position,,,,,,,,,,0.9883347749710083,0.016957202926278114,0.4814472198486328
97729,position,,,,,,,,,,1.0043116807937622,0.04099450260400772,0.48344770073890686
97829,position,,,,,,,,,,1.00725519657135,0.03909119591116905,0.495025098323822
97929,position,,,,,,,,,,1.0274014472961426,0.026946594938635826,0.5064719319343567
98029,position,,,,,,,,,,1.0385442972183228,0.025943785905838013,0.5086448788642883
98129,position,,,,,,,,,,1.0202016830444336,0.027036476880311966,0.5095228552818298
